, Alcoholic Beverages, Champagne Toast, Coffee + Tea Service, Credit Card Processing Fee, Decor, Delivery, Equipment - TBD, Equipment Rentals, Equipment Rentals - TBD, Event Menu, Event Personnel, Florals, Florals - Outside, Gratuity, In House Equipment, In House Linens, In House Tables & Chairs, Lighting, Our Gift to You!, Service Charge, Soft Beverages, Specialty Menu Items, Specialty Soft Beverages, Subtotal, Suggestions & Options, Sweet Treats, Tenting, Total Discount, Valet, Venue Fee, Venue to Provide, Wedding Cake, Wine Service with Dinner,AE,Additional Fee,Additional Fee tax,Adult Guests,Alcoholic Beverages,Alcoholic Beverages Discount,CIS #,Champagne Toast,Champagne Toast Discount,Coffee + Tea Service,Coffee + Tea Service Discount,Credit Card Processing Fee,Credit Card Processing Fee Discount,Customer,Decor,Decor Discount,Definite,Delivery,Delivery Discount,Discounts,Entered By,Entered Date,Equipment - TBD,Equipment - TBD Discount,Equipment Rentals,Equipment Rentals - TBD,Equipment Rentals - TBD Discount,Equipment Rentals Discount,Estimate Total,Event Date,Event Menu,Event Menu Discount,Event Personnel,Event Personnel Discount,Event#,Florals,Florals - Outside,Florals - Outside Discount,Florals Discount,Gratuity,Gratuity Discount,In House Equipment,In House Equipment Discount,In House Linens,In House Linens Discount,In House Tables & Chairs,In House Tables & Chairs Discount,Lighting,Lighting Discount,Our Gift to You!,Our Gift to You! Discount,Sales Tax,Service Charge,Service Charge Discount,Soft Beverages,Soft Beverages Discount,Specialty Menu Items,Specialty Menu Items Discount,Specialty Soft Beverages,Specialty Soft Beverages Discount,State,Subtotal,Suggestions & Options,Suggestions & Options Discount,Sweet Treats,Sweet Treats Discount,Tenting,Tenting Discount,Valet,Valet Discount,Venue Fee,Venue Fee Discount,Venue to Provide,Venue to Provide Discount,Wedding Cake,Wedding Cake Discount,Wine Service with Dinner,Wine Service with Dinner Discount
70,,,,,,150.0,,492.5,,1601.75,1158.0,,,,247.9,,,,,,129.0,,,3989.15,,210.0,,535.39,,,,,,Courtney,,,43.0,,,12655,,,,,,,American Diabetes Association,,,12/30/15,,,,Porter,12/30/2015,,,,,,,,2016-01-06,,,,,,,,,,,,,,,,,,,,,,307.98,,,,,,,,,VA,,,,,,,,,,,,,,,,,
71,,,,,,150.0,,,,1431.0,706.0,,,,500.0,,,,,,90.0,,,2081.0,,144.0,,60.0,,,,,,Courtney,,,50.0,,,12711,,,,,,,Ferguson,,,01/07/16,,,,Porter,01/06/2016,,,,,,,,2016-01-09,,,,,,,,,,,,,,,,,,,,,,173.1,,,,,,,,,MD,,,,,,,,,,,,,,,,,
72,,,,,,150.0,,,,618.0,706.0,,,,253.68,,,,,,90.0,,,1961.68,,144.0,,60.0,,,,,,Courtney,,,24.0,,,12592,,,,,,,McFadden,,,12/30/15,,,,Porter,12/22/2015,,,,,,,,2016-01-11,,,,,,,,,,,,,,,,,,,,,,142.78,,,,,,,,,VA,,,,,,,,,,,,,,,,,
73,,,,,,150.0,,,,1450.0,1656.0,,,90.0,725.56,,,,,,,,,1450.0,,431.25,,547.19,,,,,,Courtney,,,50.0,,,12668,,,,,,,Community Residences  Inc,,,01/27/16,,,,Porter,01/04/2016,,,,,,,,2016-01-28,,,,,,,,,,,,,,,,,,,,,,145.0,,,,,,,,,VA,,,,,,,,,,,,,,,,,
74,708.0,,,,,150.0,,,,2700.0,1656.0,,,90.0,725.56,,,,,,75.0,,,5752.81,,431.25,,547.19,,,,,,Courtney,,,75.0,,,12593,,,,,,,Plum Tree Financial,,,02/03/16,,,,Porter,12/22/2015,,,,,,,,2016-02-11,,,,,,,,,,,,,,,,,,,,,,456.02,,,,,,,,,VA,,,,,,,,,,,,,,,,,
75,708.0,,,,,100.0,,,,,273.0,,,,175.0,,,,,,75.0,,,1531.0,,200.0,,50.0,,,,,,Courtney,,,50.0,,,13034,,,,,,,Louis Vuitton,,,02/05/16,,,,Porter,02/03/2016,,,,,,,,2016-02-13,,,,,,,,,,,,,,,,,,,,,,192.42,,,,,,,,,DC,,,,,,,,,,,,,,,,,
76,,,,,,100.0,,,,5096.0,315.0,,,,210.0,,,,,,90.0,,,1295.0,,580.0,,50.0,,,,,,Courtney,,,60.0,,,13032,,,,,,,Louis Vuitton,,,02/05/16,,,,Porter,02/03/2016,,,,,,,,2016-02-13,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,,,,,MD,,,,,,,,,,,,,,,,,
77,,,,,,150.0,,,,5096.0,4362.91,,,,2513.5,,,,,,392.0,,,12514.41,,580.0,,1077.22,,,,,,Courtney,,,225.0,,,11838,,,,,,,Rogers,,,12/01/15,,,,Porter,10/20/2015,,,,,,,,2016-02-13,,,,,,,,,,,,,,,,,,,,,,1251.44,,,,,,,,,DC,,,,,,,,,,,,,,,,,
78,312.0,,,,,100.0,,,,1228.0,315.0,,,,210.0,341.0,,,,,90.0,,,1295.0,,580.0,,50.0,,,,,,Courtney,,,50.0,,,13033,,,,,,,Louis Vuitton,,,02/05/16,,,,Porter,02/03/2016,,,,,,,,2016-02-14,,,,,,,,,,,,,,,,,,,,,,98.5,,,,,,,,,MD,,,,,,,,,,,,,,,,,
79,312.0,,,,,150.0,,267.5,,1228.0,1866.0,,,,597.64,341.0,,,,,72.0,,,4566.64,,282.0,,542.89,,,,,,Courtney,,,24.0,,,12732,,,,,,,Evanta,,,01/18/16,,,,Porter,01/07/2016,,,,,,,,2016-02-17,,,,,,,,,,,,,,,,,,,,,,456.66,,,,,,,,,DC,,,,,,,,,,,,,,,,,
80,,,250.0,,,150.0,,267.5,,1833.0,1158.0,,,,294.02,,,,,,141.0,,,4125.52,,282.0,,542.89,,750.0,,,,Courtney,,,46.0,,,13056,,,,,,,American Diabetes Association,,,02/08/16,,,,Porter,02/05/2016,,,,,,,,2016-02-18,,,,,,,,,,,,,,,,,,,,,,328.77,,,,,,,,,VA,,,,,,,,,,,,,,,,,
81,360.0,,250.0,,,150.0,,,,1625.0,1244.0,,,,1010.0,100.0,,,,,150.0,,,5029.0,,240.0,,360.0,,750.0,,,,Courtney,,,100.0,,,13003,,,,,,,Dellinger,,,02/08/16,,,,Porter,02/02/2016,,,,,,,,2016-02-19,,,,,,,,,,,,,,,,,,,,,,322.74,,,,,,,,,VA,,,,,,,,,,,,,,,,,
82,360.0,,100.0,,,150.0,,,,1130.0,1629.0,,,,742.8,100.0,,,,,150.0,,,4601.8,,240.0,,300.0,,,,,,Courtney,,,44.0,,,13057,,,,,,,APLU,,,02/09/16,,,,Porter,02/05/2016,,,,,,,,2016-02-24,,,,,,,,,,,,,,,,,,,,,,71.86,,,,,,,,,DC,,,,,,,,,,,,,,,,,
83,400.0,,,,,75.0,,,,706.0,1366.0,,,,21.0,,,,,,80.0,,,802.0,,,,120.0,,,,,,Courtney,,,14.0,,,13254,,,,,,,Murnane,,,02/23/16,,,,Porter,02/22/2016,,,,,,,,2016-02-27,,,,,,,,,,,,,,,,,,,,,,71.86,,,,,,,,,VA,,,,,,,,,,,,,,,,,
84,400.0,,,,,150.0,,,,1002.0,1366.0,,,,320.0,,,,,,80.0,,,3318.0,,400.0,,120.0,,,,,,Courtney,,,40.0,,,13325,,,,,,,Davis Polk & Wardwell,,,02/29/16,,,,Porter,02/29/2016,,,,,,,,2016-03-04,,,,,,,,,,,,,,,,,,,,,,331.8,,,,,,,,,DC,,,,,,,,,,,,,,,,,
85,705.0,,,,,75.0,,2259.0,,3100.0,1950.0,,,,755.0,,,,,,200.0,126.0,,7185.0,,400.0,,1090.0,,,,,,Courtney,,,110.0,,,12917,,,,,,,Community Residences  Inc,,,01/26/16,,,,Porter,01/26/2016,,,,,,,,2016-03-09,,,,,,,,,,,,,,,,,,,,,,602.8,,,,,,,,,VA,,,,,,,,,,,,,,,,,
86,1060.0,,,,,150.0,,2259.0,,4070.0,3045.0,,,,1159.62,,,,,,350.0,126.0,,10659.62,,,,1363.08,,,,,300.0,Courtney,,,110.0,,,10551,,,,,,,Cowdrey,,,10/19/15,,,,Porter,06/22/2015,,,,,,,,2016-03-12,,,,,,,,,,,,,,,,,,,,,,807.42,,,,,,,,,VA,,,,,,,,,,,,,,,,,
87,1060.0,,,,,150.0,,2484.95,,4350.0,4110.0,,,,1315.5,,,,,,350.0,,,14120.45,,,,905.0,,,,,300.0,Courtney,,,100.0,,,13039,,,,,,,New England Council,,,02/10/16,,,,,02/04/2016,,,,,,,,2016-03-15,,,,,,,,,,,,,,,,,,,,,,1412.05,,,,,,,,,DC,,,,,,,,,,,,,,,,,
88,1480.0,,,,,75.0,,804.0,,6369.0,2340.0,,,,1587.69,,,,,,890.0,,,11261.69,,,,1835.91,,,,,,Courtney,,,180.0,,,12620,,,,,,,Lockheed Martin,,,01/27/16,,,,Porter,12/28/2015,,,,,,,,2016-03-16,,,,,,,,,,,,,,,,,,,,,,961.56,,,,,,,,,VA,,,,,,,,,,,,,,,,,
89,1480.0,,,,,75.0,,804.0,,7580.0,2304.0,,,,2118.2,,,,,,340.0,,,14701.2,,,,1657.8,,,,,,Courtney,,,170.0,,,12621,,,,,,,Lockheed Martin,,,01/27/16,,,,Porter,12/28/2015,,,,,,,,2016-03-16,,,,,,,,,,,,,,,,,,,,,,1253.57,,,,,,,,,VA,,,,,,,,,,,,,,,,,
90,,,,,,115.0,,259.0,,1206.0,406.0,,,,,,,,,,55.0,,,1782.0,,1470.0,,4767.5,,,,,,Courtney,,,55.0,,,12854,,,,,,,Gramlich,,,02/29/16,,,,Porter,01/19/2016,,,,,,,,2016-03-24,,,,,,,,,,,,,,,,,,,,,,178.2,,,,,,,,,DC,,,,,,,,,,,,,,,,,
91,,,62.5,,,125.0,,259.0,,15925.0,6670.0,,,,186.9,,,,,,100.0,,,24449.0,,1470.0,,4767.5,,,,,,Courtney,,,350.0,,,13099,,,,,,,Field School,,,03/15/16,,,,Porter,02/09/2016,,,,,,,,2016-04-01,,,,,,,,,,,,,,,,,,,,,,181.92,,,,,,,,,DC,,,,,,,,,,,,,,,,,
92,,,62.5,,,150.0,,573.0,,725.0,966.0,,,,186.9,,,,,,100.0,,,2430.4,,240.0,,788.6,,,,,,Courtney,,,25.0,,,13336,,,,,,,Greer,,,03/07/16,,,,Porter,02/29/2016,,,,,,,,2016-04-03,,,,,,,,,,,,,,,,,,,,,,181.92,,,,,,,,,MD,,,,,,,,,,,,,,,,,
93,6350.0,,,,,150.0,,573.0,,1893.0,1316.0,1225.0,,,883.9,,,,,,1400.0,,,4815.9,,,,788.6,,,,,,Courtney,,,125.0,,,11569,,,,,,,National Archives Records Administration,,,12/08/15,,,,Porter,09/29/2015,,,,,,,,2016-04-06,,,,,,,,,,,,,,,,,,,,,,4522.8,,,,,,,,,DC,,,,,,,,,,,,,,,,,
94,6350.0,,,,,150.0,,4108.0,,15000.0,11994.0,1225.0,,,5001.0,,,,,,1400.0,,,45228.0,,,,4675.0,,,,,,Courtney,,,358.0,,,12561,,,,,,,CFA Society of Washington DC,,,01/27/16,,,,Keene,12/21/2015,,,,,,,,2016-04-06,,,,,,,,,,,,,,,,,,,,,,4522.8,,,,,,,,,DC,,,,,,,,,,,,,,,,,
95,2638.0,,,,,150.0,,1330.0,,3940.0,4252.0,,,,2160.3,,,,,,399.0,,,13539.3,,,,750.0,,,,,,Courtney,,,114.0,,,11614,,,,,,,Mackin,,,01/11/16,,,,Porter,10/01/2015,,,,,,,,2016-04-09,,,,,,,,,,,,,,,,,,,,,,1082.44,,,,,,,,,VA,,,,,,,,,,,,,,,,,
96,1760.0,,1250.0,,,150.0,,1330.0,,3300.0,4032.0,,,,2037.0,,,,,,600.0,,,13209.0,,,,,,,,,,Courtney,,,300.0,,,12463,,,,,,,DPLA,,,12/15/15,,,,Porter,12/09/2015,,,,,,,,2016-04-14,,,,,,,,,,,,,,,,,,,,,,1320.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
97,740.0,,1250.0,,,150.0,,530.0,,5250.0,2786.0,1060.0,,,1773.95,,,,,,1000.0,,,10966.0,,600.0,,1330.0,,,,,,Courtney,,,250.0,,,12464,,,,,,,DPLA,,,12/15/15,,,,Porter,12/09/2015,,,,,,,,2016-04-15,,,,,,,,,,,,,,,,,,,,,,1096.6,,,,,,,,,DC,,,,,,,,,,,,,,,,,
98,740.0,,,,,150.0,,1260.5,,3664.0,2172.0,1060.0,,,1773.95,,,,,,160.0,,,11580.45,,600.0,,1330.0,,,,,,Courtney,,,80.0,,,12449,,,,,,,Conference Direct,,,03/10/16,,,,Porter,12/09/2015,,,,,,,,2016-04-17,,,,,,,,,,,,,,,,,,,,,,1158.05,,,,,,,,,DC,,,,,,,,,,,,,,,,,
99,,,150.0,,,150.0,,,,2850.0,1800.0,,,,1114.2,280.0,,,,,360.0,,,6704.2,,,,3701.1,,,,,,Courtney,,,30.0,,,13655,,,,,,,National Association for Catering and Events,,,04/11/16,,,,Porter,03/29/2016,,,,,,,,2016-04-19,,,,,,,,,,,,,,,,,,,,,,527.65,,,,,,,,,DC,,,,,,,,,,,,,,,,,
100,1000.0,,150.0,,,150.0,,,,2850.0,1800.0,,,,1114.2,280.0,,,,,360.0,,,6704.2,,,,1020.0,,,,,,Courtney,,,60.0,,,13260,,,,,,,Kimpel,,,04/19/16,,,,Porter,02/23/2016,,,,,,,,2016-04-21,,,,,,,,,,,,,,,,,,,,,,527.65,,,,,,,,,VA,,,,,,,,,,,,,,,,,
101,1000.0,,,,,150.0,,2780.5,,3013.5,1887.0,,,500.0,900.0,,,,,,400.0,215.0,,7350.5,,720.0,,1020.0,,,,,,Courtney,,,75.0,,,13954 B,,,,,,,Crystal City Bid,,,05/02/16,,,,Porter,04/26/2016,,,,,,,,2016-05-06,,,,,,,,,,,,,,,,,,,,,,608.57,,,,,,,,,VA,,,,,,,,,,,,,,,,,
102,,,,,,,,2780.5,,5403.5,5302.0,,,500.0,1417.05,,,,,,459.0,215.0,,16797.05,,720.0,,1190.25,,,,,,Courtney,,,153.0,,,10215,,,,,,,Morales,,,11/19/15,,,,Porter,05/13/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,1629.71,,,,,,,,,DC,,,,,,,,,,,,,,,,,
103,,,,,,150.0,,,,474.0,812.0,,,,858.5,,,,,,,,,1358.0,,72.0,,477.04,,,,,,Courtney,,,12.0,,,13917,,,,,,,Hillwood Museum,,,04/27/16,,,,Noonan,04/22/2016,,,,,,,,2016-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
104,,,,,,150.0,,1670.0,,3315.0,1784.0,,,,858.5,,,,,,280.8,192.0,,6207.5,,100.0,,260.0,,,,,,Courtney,,,85.0,,,13914,,,,,,,Field School,,,05/09/16,,,,Porter,04/22/2016,,,,,,,,2016-05-19,,,,,,,,,,,,,,,,,,,,,,1023.75,,,,,,,,,DC,,,,,,,,,,,,,,,,,
105,,,125.0,,,150.0,,1670.0,,3087.0,3522.0,,,,1135.68,600.0,,,,,280.8,192.0,,10237.48,,200.0,,478.92,,,,,,Courtney,,,78.0,,,10260,,,,,,,Whalley,,,06/17/15,,,,Porter,05/19/2015,,,,,,,,2016-05-21,,,,,,,,,,,,,,,,,,,,,,1023.75,,,,,,,,,DC,,,,,,,,,,,,,,,,,
106,,,125.0,,,150.0,,2374.0,,4820.0,4826.0,,,,2142.29,600.0,,,,,152.0,806.0,320.0,12815.29,,515.0,,538.03,,,,65.0,,Courtney,,,152.0,,,12134,,,,,,,Kuwana,,,12/31/15,,,,Porter,11/09/2015,,,,,,,,2016-05-21,,,,,,,,,,,,,,,,,,,,,,963.8,,,,,,,,,VA,,,,,,,,,,,,,,,,,
107,2357.0,,,,,150.0,,2374.0,,3565.5,5896.0,,,,1700.53,,,,,,412.0,806.0,320.0,15804.03,,515.0,,123.0,,,,65.0,,Courtney,,,100.0,,,10909,,,,,,,Polen,,,08/25/15,,,,Porter,07/31/2015,,,,,,,,2016-05-27,,,,,,,,,,,,,,,,,,,,,,1166.58,,,,,,,,,VA,,,,,,,,,,,,,,,,,
108,2357.0,,75.0,,,150.0,,844.0,,1950.0,2254.0,,,,1221.3,,,,,,300.0,,,7705.0,,270.0,,150.0,,,,,,Courtney,,,150.0,,,11870,,,,,,,National Archives Records Administration,,,04/15/16,,,,Lane,10/22/2015,,,,,,,,2016-05-27,,,,,,,,,,,,,,,,,,,,,,639.86,,,,,,,,,DC,,,,,,,,,,,,,,,,,
109,,,75.0,,,150.0,,1170.95,,3225.0,2322.0,,,725.62,1221.3,480.0,,,,,412.0,,,8434.25,,270.0,,150.0,,,,,,Courtney,,,90.0,,,13665,,,,,,,Womeldorf,,,04/04/16,,,,Lane,03/30/2016,,,,,,,,2016-05-28,,,,,,,,,,,,,,,,,,,,,,639.86,,,,,,,,,VA,,,,,,,,,,,,,,,,,
110,,,20.0,,,150.0,,118.0,,3373.25,4150.0,,,725.62,1702.59,480.0,,,,,412.0,80.0,,10993.46,,,,150.0,,,,,,Courtney,,,103.0,,,10590,,,,,,,Hernandez,,,08/24/15,,,,Porter,06/29/2015,,,,,,,,2016-05-28,,,,,,,,,,,,,,,,,,,,,,758.49,,,,,,,,,VA,,,,,,,,,,,,,,,,,
111,,,20.0,,,150.0,,118.0,,2924.0,3326.0,,,550.0,1369.12,400.0,,,,,344.0,80.0,,8731.12,,,,602.28,,,,,,Courtney,,,86.0,,,12234,,,,,,,Cope,,,04/22/16,,,,Cheung,11/16/2015,,,,,,,,2016-06-03,,,,,,,,,,,,,,,,,,,,,,649.59,,,,,,,,,VA,,,,,,,,,,,,,,,,,
112,,,,,,150.0,,2052.64,,2465.0,2798.0,,,550.0,760.1,,,,,,318.75,,,9094.49,,,,745.5,,,,,,Courtney,,,85.0,,,12945,,,,,,,Clissa,,,03/24/16,,,,Porter,01/27/2016,,,,,,,,2016-06-04,,,,,,,,,,,,,,,,,,,,,,615.03,,,,,,,,,VA,,,,,,,,,,,,,,,,,
113,,,,,,150.0,,,,945.0,,,,,175.0,,,,,,,,,1270.0,,,,2804.0,,,,,,Courtney,,,300.0,,,14000,,,,,,,Stone Tower Winery,,,05/18/16,,,,Porter,05/02/2016,,,,,,,,2016-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,,,,,,,,,,
114,,,,,,150.0,,,,945.0,,,,,175.0,120.0,,,,,,,,1270.0,,,,210.0,,,,,,Courtney,,,35.0,,,14138,,,,,,,Field School,,,05/25/16,,,,Porter,05/13/2016,,,,,,,,2016-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
115,,,,,,50.0,,,,4066.4,3528.0,,,,1848.25,120.0,,,,,318.75,,85.0,170.0,,,,382.5,,,,,,Courtney,,,100.0,,,14329,,,,,,,Field School,,,06/01/16,,,,Porter,06/01/2016,,,,,,,,2016-06-09,,,,,,,,,,,,,,,,,,,,,,803.08,,,,,,,,,DC,,,,,,,,,,,,,,,,,
116,700.0,,,,,150.0,,,,4066.4,3528.0,,,,1848.25,558.0,,,,,318.75,,85.0,10554.4,,200.0,,382.5,,,,,,Courtney,,,85.0,,,12912,,,,,,,Haines,,,03/16/16,,,,Porter,01/26/2016,,,,,,,,2016-06-18,,,,,,,,,,,,,,,,,,,,,,803.08,,,,,,,,,VA,,,,,,,,,,,,,,,,,
117,700.0,,87.5,,,150.0,,230.0,,1050.0,988.0,410.0,,,331.07,,,,,,200.0,,,3619.07,,200.0,,158.43,,217.68,,,,Courtney,,,50.0,,,14394,,,,,,,Davis Polk & Wardwell,,,06/07/16,,,,Porter,06/06/2016,,,,,,,,2016-06-22,,,,,,,,,,,,,,,,,,,,,,361.91,,,,,,,,,DC,,,,,,,,,,,,,,,,,
118,280.0,,87.5,,,150.0,,230.0,,1538.5,1754.0,410.0,,,509.95,,,,,,131.25,,,5448.88,,140.0,,260.0,,217.68,,,,Courtney,,,35.0,,,14333,,,,,,,Deloitte Services LP,,,06/07/16,,,,Porter,06/02/2016,,,,,,,,2016-06-23,,,,,,,,,,,,,,,,,,,,,,391.97,,,,,,,,,VA,,,,,,,,,,,,,,,,,
119,,,125.0,,,150.0,,562.5,,4600.0,2910.0,,,500.0,1443.2,,,,,90.0,400.0,48.0,,10670.7,,480.0,,520.0,,,,,,Courtney,,,100.0,,,13942,,,,,,,Bremmerman,,,05/25/16,,,,Lane,04/25/2016,,,,,,,,2016-06-25,,,,,,,,,,,,,,,,,,,,,,855.44,,,,,,,,,VA,,,,,,,,,,,,,,,,,
120,,,262.5,,,150.0,,,,3815.0,4230.0,,,500.0,1746.15,,,,,90.0,393.75,48.0,,11235.4,,,,520.0,,,,,,Courtney,,,110.0,,,10849,,,,,,,Wesenberg,,,08/10/15,,,,Porter,07/28/2015,,,,,,,,2016-06-25,,,,,,,,,,,,,,,,,,,,,,810.5,,,,,,,,,MD,,,,,,,,,,,,,,,,,
121,,,,,,150.0,,,,2278.0,2950.0,,,,963.6,140.0,,,,,231.0,64.0,,6636.6,,180.0,,500.0,,,,,,Courtney,,,55.0,,,11664,,,,,,,Pendergast,,,12/08/15,,,,Porter,10/06/2015,,,,,,,,2016-07-03,,,,,,,,,,,,,,,,,,,,,,492.12,,,,,,,,,VA,,,,,,,,,,,,,,,,,
122,,,187.5,,,75.0,,1125.5,,1395.0,1398.0,,,900.0,305.32,140.0,,,,,135.0,72.75,,3628.32,,180.0,,460.33,,1034.77,,,,Courtney,,,50.0,,,14666,,,,,,,Cronin,,,06/28/16,,,,Porter,06/27/2016,,,,,,,,2016-07-05,,,,,,,,,,,,,,,,,,,,,,281.6,,,,,,,,,VA,,,,,,,,,,,,,,,,,
123,,,187.5,,,150.0,,1125.5,,4343.75,3658.0,,,900.0,1668.77,1230.0,,,,,417.0,72.75,,13408.04,,960.0,,1528.56,,1034.77,,,,Courtney,,,139.0,,,10534,,,,,,,Hartnett,,,08/19/15,,,,Cheung,06/18/2015,,,,,,,,2016-07-09,,,,,,,,,,,,,,,,,,,,,,889.25,,,,,,,,,MD,,,,,,,,,,,,,,,,,
124,,,200.0,,,150.0,,,,6917.0,4874.0,,,,2714.46,1230.0,,,,,644.0,583.55,,17689.46,,960.0,,1183.57,,,,,,Courtney,,,161.0,,,13919,,,,,,,Gaines,,,05/13/16,,,,Gordon,04/22/2016,,,,,,,,2016-07-22,,,,,,,,,,,,,,,,,,,,,,1401.21,,,,,,,,,MD,,,,,,,,,,,,,,,,,
125,,,175.0,,,150.0,,,,4073.0,5058.0,,,,1740.13,392.5,,,,,160.0,583.55,,12172.18,,160.0,,1183.57,,,,,,Courtney,,,125.0,,,12201,,,,,,,Pianta,,,12/28/15,,,,Porter,11/13/2015,,,,,,,,2016-07-30,,,,,,,,,,,,,,,,,,,,,,914.59,,,,,,,,,MD,,,,,,,,,,,,,,,,,
126,2876.0,,62.5,,,120.0,,,,1050.0,1726.0,950.0,,,714.4,60.0,80.0,,,,160.0,,,3990.4,,160.0,,1566.0,,,,,,Courtney,,,40.0,,,14884,,,,,,,AlignStaffing,,,07/26/16,,,,Porter,07/19/2016,,,,,,,,2016-07-30,,,,,,,,,,,,,,,,,,,,,,287.02,,,,,,,,,MD,,,,,,,,,,,,,,,,,
127,2876.0,,62.5,,,150.0,,1036.0,,5700.0,4030.0,950.0,,200.0,854.0,,80.0,,,,600.0,112.0,,16202.5,,900.0,,1566.0,,,,,,Courtney,,,200.0,,,14928,,,,,,,Unity Health Care  Inc.,,,07/28/16,,,,Porter,07/22/2016,,,,,,,,2016-08-05,,,,,,,,,,,,,,,,,,,,,,1107.13,,,,,,,,,DC,,,,,,,,,,,,,,,,,
128,2443.0,,,,,150.0,,1036.0,,3497.0,4878.0,,,200.0,1362.29,,,,,,353.5,112.0,,14331.79,,300.0,,1230.57,,,,,,Courtney,,,101.0,,,11702,,,,,,,Teixeira,,,12/21/15,,,,Porter,10/09/2015,,,,,,,,2016-08-20,,,,,,,,,,,,,,,,,,,,,,1107.13,,,,,,,,,VA,,,,,,,,,,,,,,,,,
129,,,,,,150.0,,1387.85,,2025.0,3666.0,,,,780.0,,,,,,258.75,,,2955.0,,,,830.0,,846.0,,,,Courtney,,,100.0,,,15179,,,,,,,Field School,,,08/19/16,,,,Porter,08/16/2016,,,,,,,,2016-08-24,,,,,,,,,,,,,,,,,,,,,,745.19,,,,,,,,,DC,,,,,,,,,,,,,,,,,
130,,,,,,75.0,,1387.85,,3600.25,3666.0,,,,934.13,,,,,,258.75,,,10767.98,,,,830.0,,846.0,,,,Courtney,,,109.0,,,13796,,,,,,,Storey,,,05/13/16,,,,Gordon,04/13/2016,,,,,,,,2016-08-26,,,,,,,,,,,,,,,,,,,,,,745.19,,,,,,,,,MD,,,,,,,,,,,,,,,,,
131,,,,,,150.0,,358.5,,1155.0,1526.0,,,1500.0,306.4,,,,,,99.0,176.0,,3594.9,,12.0,,709.41,,,,552.0,,Courtney,,,33.0,,,14932,,,,,,,McCormick,,,08/05/16,,,,Porter,07/22/2016,,,,,,,,2016-08-26,,,,,,,,,,,,,,,,,,,,,,256.85,,,,,,,,,VA,,,,,,,,,,,,,,,,,
132,,,350.0,,,75.0,,1217.0,,3454.5,3222.0,,,1500.0,1422.0,,,,,,560.0,176.0,,11630.5,,12.0,,778.0,,,,552.0,,Courtney,,,92.0,,,12502,,,,,,,Hayes,,,02/01/16,,,,Arline,12/14/2015,,,,,,,,2016-08-27,,,,,,,,,,,,,,,,,,,,,,771.11,,,,,,,,,VA,,,,,,,,,,,,,,,,,
133,836.0,,350.0,,,150.0,,2400.5,,4235.0,3390.0,,,,3699.75,,,,,,560.0,,,15625.25,,840.0,,825.75,,,,,,Courtney,,,140.0,,,13439,,,,,,,Justice Systems,,,05/24/16,,,,Arline,03/09/2016,,,,,,,,2016-08-31,,,,,,,,,,,,,,,,,,,,,,1562.53,,,,,,,,,DC,,,,,,,,,,,,,,,,,
134,836.0,,187.5,,,75.0,,2684.0,,1875.0,1440.0,,,,883.75,,,,,,225.0,272.0,,5834.75,,500.0,,825.75,,,,,,Courtney,,,125.0,,,14542,,,,,,,The McCain Institute,,,07/06/16,,,,Cheung,06/16/2016,,,,,,,,2016-08-31,,,,,,,,,,,,,,,,,,,,,,583.48,,,,,,,,,DC,,,,,,,,,,,,,,,,,
135,,,187.5,,,150.0,,2684.0,,2465.0,5884.0,,,,2230.98,340.0,,,,,456.0,272.0,,14329.48,,496.0,,300.0,,,,65.0,,Courtney,,,116.0,,,14146,,,,,,,Nemec,,,06/27/16,,,,Porter,05/16/2016,,,,,,,,2016-09-03,,,,,,,,,,,,,,,,,,,,,,985.99,,,,,,,,,VA,,,,,,,,,,,,,,,,,
136,,,187.5,,,150.0,,1019.35,,3986.5,5304.0,,,,2171.24,340.0,,,,,496.0,487.0,,13495.74,,496.0,,240.0,,1200.0,,65.0,,Courtney,,,120.0,,,10969,,,,,,,Brookbank,,,08/26/15,,,,Porter,08/09/2015,,,,,,,,2016-09-03,,,,,,,,,,,,,,,,,,,,,,1021.96,,,,,,,,,VA,,,,,,,,,,,,,,,,,
137,,,187.5,,,150.0,,1019.35,,6602.75,4033.0,,,,3064.05,,,,,,783.75,,,18030.4,,,,,,1200.0,,990.0,,Courtney,,,165.0,,,14527,,,,,,,Andreatos,,,06/22/16,,,,Arline,06/15/2016,,,,,,,,2016-09-04,,,,,,,,,,,,,,,,,,,,,,1343.39,,,,,,,,,VA,,,,,,,,,,,,,,,,,
138,724.0,,,,,150.0,,,,405.0,1286.0,,,,202.6,,,,,,287.5,,,757.6,,,,978.0,,75.0,,,,Courtney,,,20.0,,,15392,,,,,,,Field School,,,09/02/16,,,,Porter,09/02/2016,,,,,,,,2016-09-07,,,,,,,,,,,,,,,,,,,,,,397.75,,,,,,,,,DC,,,,,,,,,,,,,,,,,
